Date,CODE,Close
3/7/2013,XPRS,3.6
3/7/2013,KQ,10.75
3/7/2013,LKL,9
3/7/2013,NMG,270
3/7/2013,SMER,4.45
3/7/2013,SGL,25
3/7/2013,TPSE,48
3/7/2013,UCHM,19.2
3/7/2013,SCAN,68
3/7/2013,BAMB,205
3/7/2013,CRWN,43
3/7/2013,CABL,14.75
3/7/2013,PORT,50
3/7/2013,KEGN,12.5
3/7/2013,KPLC-P4,7.65
3/7/2013,KPLC-P7,5.5
3/7/2013,KPLC,18.25
3/7/2013,TOTL,15.4
3/7/2013,JUB,200
3/7/2013,KNRE,13.55
3/7/2013,LBTY,7.75
3/7/2013,SLAM,53
3/7/2013,TCL,27.5
3/7/2013,EABL,295
3/7/2013,ORCH,3
3/7/2013,MSC,4.5
3/7/2013,UNGA,14.5
3/8/2013,EGAD,24
3/8/2013,KUKZ,85
3/8/2013,KAPC,115
3/8/2013,LIMT,430
3/8/2013,SASN,12.05
3/8/2013,WTK,220
3/8/2013,CGEN,21
3/8/2013,ABSA,17.35
3/8/2013,COOP,14.8
3/8/2013,DTK,146
3/8/2013,EQTY,30
3/8/2013,HFCK,20.5
3/8/2013,KCB,38.25
3/8/2013,NBK,19.1
3/8/2013,NCBA,49.25
3/8/2013,SBIC,59.5
3/8/2013,SCBK,294.25
3/8/2013,XPRS,3.6
3/8/2013,KQ,10.85
3/8/2013,LKL,9
3/8/2013,NMG,270
3/8/2013,SMER,4.5
3/8/2013,SGL,24.75
3/8/2013,TPSE,49
3/8/2013,UCHM,19.65
3/8/2013,SCAN,68.5
3/8/2013,BAMB,205
3/8/2013,CRWN,46
3/8/2013,CABL,14.8
3/8/2013,PORT,50
3/8/2013,KEGN,12.6
3/8/2013,KPLC-P4,7.65
3/8/2013,KPLC-P7,5.5
3/8/2013,KPLC,18.35
3/8/2013,TOTL,15.4
3/8/2013,JUB,207
3/8/2013,KNRE,13.9
3/8/2013,LBTY,8.3
3/8/2013,SLAM,52.5
3/8/2013,TCL,27.75
3/8/2013,EABL,297
3/8/2013,ORCH,3
3/8/2013,MSC,4.8
3/8/2013,UNGA,14.5
3/11/2013,EGAD,24
3/11/2013,KUKZ,85
3/11/2013,KAPC,115
3/11/2013,LIMT,430
3/11/2013,SASN,12.4
3/11/2013,WTK,240
3/11/2013,CGEN,21
3/11/2013,ABSA,17.2
3/11/2013,COOP,15.6
3/11/2013,DTK,146
3/11/2013,EQTY,31.25
3/11/2013,HFCK,22.2
3/11/2013,KCB,39.5
3/11/2013,NBK,20.25
3/11/2013,NCBA,53
3/11/2013,SBIC,62.5
3/11/2013,SCBK,300.5
3/11/2013,XPRS,3.9
3/11/2013,KQ,11
3/11/2013,LKL,9
3/11/2013,NMG,275
3/11/2013,SMER,4.9
3/11/2013,SGL,26.5
3/11/2013,TPSE,50
3/11/2013,UCHM,20.25
3/11/2013,SCAN,70.5
3/11/2013,BAMB,218
3/11/2013,CRWN,46
3/11/2013,CABL,15.55
3/11/2013,PORT,53
3/11/2013,KEGN,13.45
3/11/2013,KPLC-P4,7.65
3/11/2013,KPLC-P7,5.5
3/11/2013,KPLC,19
3/11/2013,TOTL,15.4
3/11/2013,JUB,227
3/11/2013,KNRE,15.15
3/11/2013,LBTY,9
3/11/2013,SLAM,56.5
3/11/2013,TCL,28.25
3/11/2013,EABL,307
3/11/2013,ORCH,3
3/11/2013,MSC,4.8
3/11/2013,UNGA,14.9
3/12/2013,EGAD,24
3/12/2013,KUKZ,85
3/12/2013,KAPC,120
3/12/2013,LIMT,430
3/12/2013,SASN,13.35
3/12/2013,WTK,240
3/12/2013,CGEN,21
3/12/2013,ABSA,17.95
3/12/2013,COOP,16.15
3/12/2013,DTK,150
3/12/2013,EQTY,33.5
3/12/2013,HFCK,23.85
3/12/2013,KCB,40.25
3/12/2013,NBK,22
3/12/2013,NCBA,56.5
3/12/2013,SBIC,60.5
3/12/2013,SCBK,309.75
3/12/2013,XPRS,3.9
3/12/2013,KQ,11.6
3/12/2013,LKL,9.2
3/12/2013,NMG,280
3/12/2013,SMER,5.3
3/12/2013,SGL,26.25
3/12/2013,TPSE,52
3/12/2013,UCHM,21.75
3/12/2013,SCAN,73
3/12/2013,BAMB,220
3/12/2013,CRWN,46.25
3/12/2013,CABL,16.3
3/12/2013,PORT,55
3/12/2013,KEGN,14.7
3/12/2013,KPLC-P4,7.65
3/12/2013,KPLC-P7,5.5
3/12/2013,KPLC,19.95
3/12/2013,TOTL,15.65
3/12/2013,JUB,227
3/12/2013,KNRE,15.85
3/12/2013,LBTY,9.9
3/12/2013,SLAM,60
3/12/2013,TCL,30
3/12/2013,EABL,320
3/12/2013,ORCH,3
3/12/2013,MSC,4.75
3/12/2013,UNGA,15.45
3/13/2013,EGAD,24
3/13/2013,KUKZ,85
3/13/2013,KAPC,120
3/13/2013,LIMT,470
3/13/2013,SASN,13
3/13/2013,WTK,240
3/13/2013,CGEN,21
3/13/2013,ABSA,18.3
3/13/2013,COOP,16
3/13/2013,DTK,150
3/13/2013,EQTY,31.5
3/13/2013,HFCK,22.45
3/13/2013,KCB,39.75
3/13/2013,NBK,21.75
3/13/2013,NCBA,52
3/13/2013,SBIC,57
3/13/2013,SCBK,302.75
3/13/2013,XPRS,3.9
3/13/2013,KQ,11.55
3/13/2013,LKL,8.9
3/13/2013,NMG,282
3/13/2013,SMER,5.1
3/13/2013,SGL,26.75
3/13/2013,TPSE,54
3/13/2013,UCHM,20.5
3/13/2013,SCAN,72
3/13/2013,BAMB,219
3/13/2013,CRWN,46.5
3/13/2013,CABL,16.1
3/13/2013,PORT,54
3/13/2013,KEGN,14.1
3/13/2013,KPLC-P4,7.65
3/13/2013,KPLC-P7,5.5
3/13/2013,KPLC,20
3/13/2013,TOTL,15.8
3/13/2013,JUB,235
3/13/2013,KNRE,15.6
3/13/2013,LBTY,9.6
3/13/2013,SLAM,58.5
3/13/2013,TCL,31.5
3/13/2013,EABL,319
3/13/2013,ORCH,3
3/13/2013,MSC,4.7
3/13/2013,UNGA,15.15
3/14/2013,EGAD,24
3/14/2013,KUKZ,85
3/14/2013,KAPC,120
3/14/2013,LIMT,470
3/14/2013,SASN,12.55
3/14/2013,WTK,240
3/14/2013,CGEN,21
3/14/2013,ABSA,16.95
3/14/2013,COOP,15.35
3/14/2013,DTK,150
3/14/2013,EQTY,31
3/14/2013,HFCK,21.95
3/14/2013,KCB,39.25
3/14/2013,NBK,20.75
3/14/2013,NCBA,53
3/14/2013,SBIC,54.5
3/14/2013,SCBK,300
3/14/2013,XPRS,3.9
3/14/2013,KQ,11.35
3/14/2013,LKL,8.5
3/14/2013,NMG,280
3/14/2013,SMER,5.1
3/14/2013,SGL,25.5
3/14/2013,TPSE,52
3/14/2013,UCHM,21.5
3/14/2013,SCAN,72.5
3/14/2013,BAMB,219
3/14/2013,CRWN,46.5
3/14/2013,CABL,15.85
3/14/2013,PORT,54.5
3/14/2013,KEGN,13.6
3/14/2013,KPLC-P4,7.65
3/14/2013,KPLC-P7,5.5
3/14/2013,KPLC,19.1
3/14/2013,TOTL,15.5
3/14/2013,JUB,225
3/14/2013,KNRE,14.45
3/14/2013,LBTY,9.05
3/14/2013,SLAM,57.5
3/14/2013,TCL,32.25
3/14/2013,EABL,310
3/14/2013,ORCH,3
3/14/2013,MSC,4.6
3/14/2013,UNGA,15.05
3/15/2013,EGAD,24
3/15/2013,KUKZ,89
3/15/2013,KAPC,115
3/15/2013,LIMT,470
3/15/2013,SASN,12.85
3/15/2013,WTK,239
3/15/2013,CGEN,22
3/15/2013,ABSA,16.3
3/15/2013,COOP,14.9
3/15/2013,DTK,145
3/15/2013,EQTY,30
3/15/2013,HFCK,22.1
3/15/2013,KCB,38.5
3/15/2013,NBK,20.25
3/15/2013,NCBA,50.5
3/15/2013,SBIC,55
3/15/2013,SCBK,292.75
3/15/2013,XPRS,3.9
3/15/2013,KQ,11.35
3/15/2013,LKL,8.5
3/15/2013,NMG,282
3/15/2013,SMER,5.25
3/15/2013,SGL,24.75
3/15/2013,TPSE,51.5
3/15/2013,UCHM,21.5
3/15/2013,SCAN,72
3/15/2013,BAMB,211
3/15/2013,CRWN,47.5
3/15/2013,CABL,14.85
3/15/2013,PORT,55
3/15/2013,KEGN,13.1
3/15/2013,KPLC-P4,7.65
3/15/2013,KPLC-P7,5.5
3/15/2013,KPLC,18.65
3/15/2013,TOTL,15.55
3/15/2013,JUB,208
3/15/2013,KNRE,14.5
3/15/2013,LBTY,8.55
3/15/2013,SLAM,54.5
3/15/2013,TCL,34.5
3/15/2013,EABL,303
3/15/2013,ORCH,3
3/15/2013,MSC,4.65
3/15/2013,UNGA,15.05
3/18/2013,EGAD,24
3/18/2013,KUKZ,89
3/18/2013,KAPC,115
3/18/2013,LIMT,470
3/18/2013,SASN,12.45
3/18/2013,WTK,229
3/18/2013,CGEN,22
3/18/2013,ABSA,16.35
3/18/2013,COOP,14.85
3/18/2013,DTK,144
3/18/2013,EQTY,29
3/18/2013,HFCK,22.15
3/18/2013,KCB,38.5
3/18/2013,NBK,21
3/18/2013,NCBA,49.5
3/18/2013,SBIC,55.5
3/18/2013,SCBK,291.5
3/18/2013,XPRS,3.9
3/18/2013,KQ,11.25
3/18/2013,LKL,8.5
3/18/2013,NMG,283
3/18/2013,SMER,5.1
3/18/2013,SGL,23
3/18/2013,TPSE,52
3/18/2013,UCHM,21.25
3/18/2013,SCAN,71.5
3/18/2013,BAMB,215
3/18/2013,CRWN,47.5
3/18/2013,CABL,15.65
3/18/2013,PORT,53.5
3/18/2013,KEGN,13.25
3/18/2013,KPLC-P4,7.65
3/18/2013,KPLC-P7,5.5
3/18/2013,KPLC,18.6
3/18/2013,TOTL,15.4
3/18/2013,JUB,209
3/18/2013,KNRE,14.35
3/18/2013,LBTY,8.65
3/18/2013,SLAM,56
3/18/2013,TCL,35.25
3/18/2013,EABL,304
3/18/2013,ORCH,3
3/18/2013,MSC,4.6
3/18/2013,UNGA,15
3/19/2013,EGAD,24.5
3/19/2013,KUKZ,81.5
3/19/2013,KAPC,115
3/19/2013,LIMT,470
3/19/2013,SASN,12.4
3/19/2013,WTK,226
3/19/2013,CGEN,22
3/19/2013,ABSA,16.55
3/19/2013,COOP,14.95
3/19/2013,DTK,143
3/19/2013,EQTY,29.75
3/19/2013,HFCK,22.85
3/19/2013,KCB,38.75
3/19/2013,NBK,21.25
3/19/2013,NCBA,48.75
3/19/2013,SBIC,57.5
3/19/2013,SCBK,289.75
3/19/2013,XPRS,3.9
3/19/2013,KQ,11.25
3/19/2013,LKL,8.5
3/19/2013,NMG,282
3/19/2013,SMER,5.25
3/19/2013,SGL,23
3/19/2013,TPSE,52
3/19/2013,UCHM,20.75
3/19/2013,SCAN,72
3/19/2013,BAMB,217
3/19/2013,CRWN,47.5
3/19/2013,CABL,15.45
3/19/2013,PORT,54
3/19/2013,KEGN,13.7
3/19/2013,KPLC-P4,7.65
3/19/2013,KPLC-P7,5.5
3/19/2013,KPLC,18.55
3/19/2013,TOTL,14.9
3/19/2013,JUB,210
3/19/2013,KNRE,14.55
3/19/2013,LBTY,9.15
3/19/2013,SLAM,56.5
3/19/2013,TCL,34.75
3/19/2013,EABL,307
3/19/2013,ORCH,3
3/19/2013,MSC,4.6
3/19/2013,UNGA,14.95
3/20/2013,EGAD,24
3/20/2013,KUKZ,76
3/20/2013,KAPC,115
3/20/2013,LIMT,470
3/20/2013,SASN,12.1
3/20/2013,WTK,226
3/20/2013,CGEN,22
3/20/2013,ABSA,16.65
3/20/2013,COOP,15.1
3/20/2013,DTK,145
3/20/2013,EQTY,30
3/20/2013,HFCK,23
3/20/2013,KCB,38.5
3/20/2013,NBK,22
3/20/2013,NCBA,49.75
3/20/2013,SBIC,54.5
3/20/2013,SCBK,289.5
3/20/2013,XPRS,3.6
3/20/2013,KQ,11.15
3/20/2013,LKL,8.5
3/20/2013,NMG,286
3/20/2013,SMER,5.3
3/20/2013,SGL,23
3/20/2013,TPSE,50
3/20/2013,UCHM,21.25
3/20/2013,SCAN,71.5
3/20/2013,BAMB,217
3/20/2013,CRWN,47
3/20/2013,CABL,15.5
3/20/2013,PORT,54
3/20/2013,KEGN,13.85
3/20/2013,KPLC-P4,7.65
3/20/2013,KPLC-P7,5.5
3/20/2013,KPLC,18.55
3/20/2013,TOTL,14.6
3/20/2013,JUB,211
3/20/2013,KNRE,14.4
3/20/2013,LBTY,9.6
3/20/2013,SLAM,57
3/20/2013,TCL,34.25
3/20/2013,EABL,309
3/20/2013,ORCH,3
3/20/2013,MSC,4.6
3/20/2013,UNGA,14.95
3/21/2013,EGAD,24
3/21/2013,KUKZ,76
3/21/2013,KAPC,121
3/21/2013,LIMT,470
3/21/2013,SASN,11.95
3/21/2013,WTK,226
3/21/2013,CGEN,21.25
3/21/2013,ABSA,16.6
3/21/2013,COOP,15.05
3/21/2013,DTK,145
3/21/2013,EQTY,30
3/21/2013,HFCK,22.8
3/21/2013,KCB,38.5
3/21/2013,NBK,22.25
3/21/2013,NCBA,49.5
3/21/2013,SBIC,55
3/21/2013,SCBK,288.75
3/21/2013,XPRS,3.5
3/21/2013,KQ,11.1
3/21/2013,LKL,8.5
3/21/2013,NMG,303
3/21/2013,SMER,5.45
3/21/2013,SGL,23
3/21/2013,TPSE,50
3/21/2013,UCHM,21.5
3/21/2013,SCAN,71
3/21/2013,BAMB,217
3/21/2013,CRWN,47
3/21/2013,CABL,15.45
3/21/2013,PORT,53
3/21/2013,KEGN,13.5
3/21/2013,KPLC-P4,7.65
3/21/2013,KPLC-P7,5.5
3/21/2013,KPLC,18.6
3/21/2013,TOTL,14.2
3/21/2013,JUB,219
3/21/2013,KNRE,14.2
3/21/2013,LBTY,9.75
3/21/2013,SLAM,56
3/21/2013,TCL,33.5
3/21/2013,EABL,309
3/21/2013,ORCH,3
3/21/2013,MSC,4.55
3/21/2013,UNGA,14.75
3/22/2013,EGAD,24.25
3/22/2013,KUKZ,76
3/22/2013,KAPC,121
3/22/2013,LIMT,470
3/22/2013,SASN,11.85
3/22/2013,WTK,226
3/22/2013,CGEN,21.25
3/22/2013,ABSA,16.6
3/22/2013,COOP,15
3/22/2013,DTK,145
3/22/2013,EQTY,30
3/22/2013,HFCK,22.45
3/22/2013,KCB,38.5
3/22/2013,NBK,22.5
3/22/2013,NCBA,49.5
3/22/2013,SBIC,54.5
3/22/2013,SCBK,291.5
3/22/2013,XPRS,3.5
3/22/2013,KQ,11
3/22/2013,LKL,8.5
3/22/2013,NMG,321
3/22/2013,SMER,5.4
3/22/2013,SGL,24.75
3/22/2013,TPSE,50.5
3/22/2013,UCHM,21.5
3/22/2013,SCAN,72
3/22/2013,BAMB,219
3/22/2013,CRWN,47.75
3/22/2013,CABL,15.45
3/22/2013,PORT,52
3/22/2013,KEGN,13.45
3/22/2013,KPLC-P4,7.65
3/22/2013,KPLC-P7,5.5
3/22/2013,KPLC,18.55
3/22/2013,TOTL,14.55
3/22/2013,JUB,224
3/22/2013,KNRE,14.45
3/22/2013,LBTY,9.8
3/22/2013,SLAM,55.5
3/22/2013,TCL,33.5
3/22/2013,EABL,309
3/22/2013,ORCH,3
3/22/2013,MSC,4.5
3/22/2013,UNGA,14.75
3/25/2013,EGAD,26.25
3/25/2013,KUKZ,76
3/25/2013,KAPC,125
3/25/2013,LIMT,470
3/25/2013,SASN,12.2
3/25/2013,WTK,226
3/25/2013,CGEN,21.25
3/25/2013,ABSA,16.65
3/25/2013,COOP,15.15
3/25/2013,DTK,146
3/25/2013,EQTY,30
3/25/2013,HFCK,22.85
3/25/2013,KCB,39
3/25/2013,NBK,20.25
3/25/2013,NCBA,49.75
3/25/2013,SBIC,58
3/25/2013,SCBK,294.75
3/25/2013,XPRS,3.5
3/25/2013,KQ,11
3/25/2013,LKL,9
3/25/2013,NMG,330
3/25/2013,SMER,5.2
3/25/2013,SGL,24.75
3/25/2013,TPSE,54
3/25/2013,UCHM,21.5
3/25/2013,SCAN,71.5
3/25/2013,BAMB,220
3/25/2013,CRWN,46.5
3/25/2013,CABL,15.2
3/25/2013,PORT,53
3/25/2013,KEGN,13.8
3/25/2013,KPLC-P4,7.65
3/25/2013,KPLC-P7,5.5
3/25/2013,KPLC,18.95
3/25/2013,TOTL,14.25
3/25/2013,JUB,236
3/25/2013,KNRE,14.9
3/25/2013,LBTY,9.85
3/25/2013,SLAM,56
3/25/2013,TCL,33
3/25/2013,EABL,310
3/25/2013,ORCH,3
3/25/2013,MSC,4.5
3/25/2013,UNGA,15
3/26/2013,EGAD,25.5
3/26/2013,KUKZ,76
3/26/2013,KAPC,120
3/26/2013,LIMT,470
3/26/2013,SASN,11.6
3/26/2013,WTK,221
3/26/2013,CGEN,21.25
3/26/2013,ABSA,16.65
3/26/2013,COOP,15.15
3/26/2013,DTK,145
3/26/2013,EQTY,30.5
3/26/2013,HFCK,23.8
3/26/2013,KCB,40
3/26/2013,NBK,19.35
3/26/2013,NCBA,51
3/26/2013,SBIC,56.5
3/26/2013,SCBK,298.25
3/26/2013,XPRS,3.55
3/26/2013,KQ,10.95
3/26/2013,LKL,9
3/26/2013,NMG,332
3/26/2013,SMER,5.2
3/26/2013,SGL,26.75
3/26/2013,TPSE,54
3/26/2013,UCHM,22
3/26/2013,SCAN,72
3/26/2013,BAMB,219
3/26/2013,CRWN,47
3/26/2013,CABL,15.15
3/26/2013,PORT,50
3/26/2013,KEGN,14.1
3/26/2013,KPLC-P4,7.65
3/26/2013,KPLC-P7,5.5
3/26/2013,KPLC,18.85
3/26/2013,TOTL,14
3/26/2013,JUB,237
3/26/2013,KNRE,15.4
3/26/2013,LBTY,9.5
3/26/2013,SLAM,55.5
3/26/2013,TCL,33.25
3/26/2013,EABL,311
3/26/2013,ORCH,3
3/26/2013,MSC,4.55
3/26/2013,UNGA,15
3/27/2013,EGAD,25.5
3/27/2013,KUKZ,76
3/27/2013,KAPC,120
3/27/2013,LIMT,460
3/27/2013,SASN,12.1
3/27/2013,WTK,228
3/27/2013,CGEN,22.75
3/27/2013,ABSA,16.9
3/27/2013,COOP,16.25
3/27/2013,DTK,146
3/27/2013,EQTY,33.25
3/27/2013,HFCK,24.35
3/27/2013,KCB,40.75
3/27/2013,NBK,20.5
3/27/2013,NCBA,52.5
3/27/2013,SBIC,58.5
3/27/2013,SCBK,301.5
3/27/2013,XPRS,3.5
3/27/2013,KQ,10.85
3/27/2013,LKL,9.05
3/27/2013,NMG,349
3/27/2013,SMER,5.2
3/27/2013,SGL,28.5
3/27/2013,TPSE,54
3/27/2013,UCHM,21.75
3/27/2013,SCAN,72
3/27/2013,BAMB,218
3/27/2013,CRWN,47.75
3/27/2013,CABL,15.5
3/27/2013,PORT,53
3/27/2013,KEGN,14.45
3/27/2013,KPLC-P4,7.65
3/27/2013,KPLC-P7,5.5
3/27/2013,KPLC,19
3/27/2013,TOTL,13.25
3/27/2013,JUB,249
3/27/2013,KNRE,15.6
3/27/2013,LBTY,9.65
3/27/2013,SLAM,56.5
3/27/2013,TCL,32.75
3/27/2013,EABL,311
3/27/2013,ORCH,3
3/27/2013,MSC,4.5
3/27/2013,UNGA,15
3/28/2013,EGAD,25.5
3/28/2013,KUKZ,80
3/28/2013,KAPC,120
3/28/2013,LIMT,460
3/28/2013,SASN,11.95
3/28/2013,WTK,228
3/28/2013,CGEN,23.5
3/28/2013,ABSA,17
3/28/2013,COOP,16.4
3/28/2013,DTK,145
3/28/2013,EQTY,33.25
3/28/2013,HFCK,24.3
3/28/2013,KCB,41.5
3/28/2013,NBK,22.25
3/28/2013,NCBA,54
3/28/2013,SBIC,60
3/28/2013,SCBK,301.25
3/28/2013,XPRS,3.45
3/28/2013,KQ,10.9
3/28/2013,LKL,9
3/28/2013,NMG,355
3/28/2013,SMER,5.05
3/28/2013,SGL,31
3/28/2013,TPSE,51.5
3/28/2013,UCHM,22
3/28/2013,SCAN,71.5
3/28/2013,BAMB,217
3/28/2013,CRWN,48
3/28/2013,CABL,15.95
3/28/2013,PORT,53
3/28/2013,KEGN,14.55
3/28/2013,KPLC-P4,7.65
3/28/2013,KPLC-P7,5.5
3/28/2013,KPLC,19
3/28/2013,TOTL,13.1
3/28/2013,JUB,258
3/28/2013,KNRE,15.6
3/28/2013,LBTY,10.05
3/28/2013,SLAM,59
3/28/2013,TCL,32.5
3/28/2013,EABL,311
3/28/2013,ORCH,3
3/28/2013,MSC,4.5
3/28/2013,UNGA,14
4/2/2013,EGAD,25.5
4/2/2013,KUKZ,80
4/2/2013,KAPC,125
4/2/2013,LIMT,460
4/2/2013,SASN,12.4
4/2/2013,WTK,228
4/2/2013,CGEN,25.75
4/2/2013,ABSA,18
4/2/2013,COOP,17.8
4/2/2013,DTK,150
4/2/2013,EQTY,35.5
4/2/2013,HFCK,25.8
4/2/2013,KCB,42.5
4/2/2013,NBK,23
4/2/2013,NCBA,56.5
4/2/2013,SBIC,64.5
4/2/2013,SCBK,312.25
4/2/2013,XPRS,3.8
4/2/2013,KQ,10.95
4/2/2013,LKL,9
4/2/2013,NMG,366
4/2/2013,SMER,5.3
4/2/2013,SGL,33.5
4/2/2013,TPSE,55.5
4/2/2013,UCHM,23.25
4/2/2013,SCAN,71.5
4/2/2013,BAMB,225
4/2/2013,CRWN,49.5
4/2/2013,CABL,17.2
4/2/2013,PORT,53
4/2/2013,KEGN,15.95
4/2/2013,KPLC-P4,7.65
4/2/2013,KPLC-P7,5.5
4/2/2013,KPLC,20
4/2/2013,TOTL,13.85
4/2/2013,JUB,264
4/2/2013,KNRE,16.8
4/2/2013,LBTY,10.45
4/2/2013,SLAM,62.5
4/2/2013,TCL,34.25
4/2/2013,EABL,310
4/2/2013,ORCH,3
4/2/2013,MSC,4.7
4/2/2013,UNGA,15.35
4/3/2013,EGAD,25.5
4/3/2013,KUKZ,85
4/3/2013,KAPC,125
4/3/2013,LIMT,460
4/3/2013,SASN,12.4
4/3/2013,WTK,231
4/3/2013,CGEN,25.25
4/3/2013,ABSA,17.7
4/3/2013,COOP,17.65
4/3/2013,DTK,153
4/3/2013,EQTY,35.5
4/3/2013,HFCK,25
4/3/2013,KCB,42
4/3/2013,NBK,22.5
4/3/2013,NCBA,54.5
4/3/2013,SBIC,65
4/3/2013,SCBK,314.25
4/3/2013,XPRS,3.8
4/3/2013,KQ,10.95
4/3/2013,LKL,9
4/3/2013,NMG,377
4/3/2013,SMER,5.65
4/3/2013,SGL,35.5
4/3/2013,TPSE,54.5
4/3/2013,UCHM,22.75
4/3/2013,SCAN,72.5
4/3/2013,BAMB,210
4/3/2013,CRWN,53.5
4/3/2013,CABL,17.05
4/3/2013,PORT,53
4/3/2013,KEGN,15.5
4/3/2013,KPLC-P4,7.65
4/3/2013,KPLC-P7,5.5
4/3/2013,KPLC,19.8
4/3/2013,TOTL,15.1
4/3/2013,JUB,259
4/3/2013,KNRE,16.45
4/3/2013,LBTY,11.2
4/3/2013,SLAM,64.5
4/3/2013,TCL,34.75
4/3/2013,EABL,309
4/3/2013,ORCH,3
4/3/2013,MSC,4.7
4/3/2013,UNGA,15.5
4/4/2013,EGAD,25.5
4/4/2013,KUKZ,85
4/4/2013,KAPC,125
4/4/2013,LIMT,460
4/4/2013,SASN,12.65
4/4/2013,WTK,228
4/4/2013,CGEN,25
4/4/2013,ABSA,17.05
4/4/2013,COOP,17
4/4/2013,DTK,152
4/4/2013,EQTY,34.75
4/4/2013,HFCK,24.5
4/4/2013,KCB,42.25
4/4/2013,NBK,21.5
4/4/2013,NCBA,54
4/4/2013,SBIC,63
4/4/2013,SCBK,309.25
4/4/2013,XPRS,3.5
4/4/2013,KQ,10.95
4/4/2013,LKL,8.5
4/4/2013,NMG,373
4/4/2013,SMER,5.6
4/4/2013,SGL,37.5
4/4/2013,TPSE,54.5
4/4/2013,UCHM,22
4/4/2013,SCAN,72.5
4/4/2013,BAMB,206
4/4/2013,CRWN,54.5
4/4/2013,CABL,16.8
4/4/2013,PORT,53
4/4/2013,KEGN,15.15
4/4/2013,KPLC-P4,7.65
4/4/2013,KPLC-P7,5.5
4/4/2013,KPLC,19.2
4/4/2013,TOTL,15.1
4/4/2013,JUB,246
4/4/2013,KNRE,16.15
4/4/2013,LBTY,11.2
4/4/2013,SLAM,59.5
4/4/2013,TCL,35
4/4/2013,EABL,309
4/4/2013,ORCH,3
4/4/2013,MSC,4.7
4/4/2013,UNGA,16.4
4/5/2013,EGAD,25.5
4/5/2013,KUKZ,85
4/5/2013,KAPC,125
4/5/2013,LIMT,460
4/5/2013,SASN,13
4/5/2013,WTK,250
4/5/2013,CGEN,26
4/5/2013,ABSA,17.25
4/5/2013,COOP,16.85
4/5/2013,DTK,154
4/5/2013,EQTY,34.75
4/5/2013,HFCK,25.05
4/5/2013,KCB,42.5
4/5/2013,NBK,22
4/5/2013,NCBA,53
4/5/2013,SBIC,63.5
4/5/2013,SCBK,312.5
4/5/2013,XPRS,3.5
4/5/2013,KQ,10.9
4/5/2013,LKL,9
4/5/2013,NMG,379
4/5/2013,SMER,5.5
4/5/2013,SGL,37
4/5/2013,TPSE,53.5
4/5/2013,UCHM,21.75
4/5/2013,SCAN,73
4/5/2013,BAMB,205
4/5/2013,CRWN,54.5
4/5/2013,CABL,16.65
4/5/2013,PORT,57
4/5/2013,KEGN,15.35
4/5/2013,KPLC-P4,7.65
4/5/2013,KPLC-P7,5.5
4/5/2013,KPLC,19.3
4/5/2013,TOTL,15.4
4/5/2013,JUB,250
4/5/2013,KNRE,16.2
4/5/2013,LBTY,11.25
4/5/2013,SLAM,60.5
4/5/2013,TCL,35.75
4/5/2013,EABL,307
4/5/2013,ORCH,3
4/5/2013,MSC,4.7
4/5/2013,UNGA,16.4
4/8/2013,EGAD,25.5
4/8/2013,KUKZ,85
4/8/2013,KAPC,125
4/8/2013,LIMT,460
4/8/2013,SASN,12.7
4/8/2013,WTK,274
4/8/2013,CGEN,26.75
4/8/2013,ABSA,17.1
4/8/2013,COOP,16.95
4/8/2013,DTK,154
4/8/2013,EQTY,35.5
4/8/2013,HFCK,25.6
4/8/2013,KCB,42.25
4/8/2013,NBK,22.25
4/8/2013,NCBA,54
4/8/2013,SBIC,64
4/8/2013,SCBK,318.5
4/8/2013,XPRS,3.85
4/8/2013,KQ,10.9
4/8/2013,LKL,9
4/8/2013,NMG,381
4/8/2013,SMER,5.55
4/8/2013,SGL,37.75
4/8/2013,TPSE,53.5
4/8/2013,UCHM,21.75
4/8/2013,SCAN,73
4/8/2013,BAMB,200
4/8/2013,CRWN,54.5
4/8/2013,CABL,16.95
4/8/2013,PORT,57
4/8/2013,KEGN,15.8
4/8/2013,KPLC-P4,7.65
4/8/2013,KPLC-P7,5.5
4/8/2013,KPLC,19.5
4/8/2013,TOTL,15.25
4/8/2013,JUB,259
4/8/2013,KNRE,17.2
4/8/2013,LBTY,11.75
4/8/2013,SLAM,62
4/8/2013,TCL,36.25
4/8/2013,EABL,292
4/8/2013,ORCH,3
4/8/2013,MSC,4.85
4/8/2013,UNGA,15.55
4/9/2013,EGAD,25.5
4/9/2013,KUKZ,85
4/9/2013,KAPC,125
4/9/2013,LIMT,460
4/9/2013,SASN,12.7
4/9/2013,WTK,274
4/9/2013,CGEN,26.75
4/9/2013,ABSA,17.1
4/9/2013,COOP,16.95
4/9/2013,DTK,154
4/9/2013,EQTY,35.5
4/9/2013,HFCK,25.6
4/9/2013,KCB,42.25
4/9/2013,NBK,22.25
4/9/2013,NCBA,54
4/9/2013,SBIC,64
4/9/2013,SCBK,318.5
4/9/2013,XPRS,3.85
4/9/2013,KQ,10.9
4/9/2013,LKL,9
4/9/2013,NMG,381
4/9/2013,SMER,5.55
4/9/2013,SGL,37.75
4/9/2013,TPSE,53.5
4/9/2013,UCHM,21.75
4/9/2013,SCAN,73
4/9/2013,BAMB,200
